Time,Type,Details
1785207155186,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 9.19, Y: 6.35, Z: 0.10)
1785207155186,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.53, Y: 1.48, Z: 0.00) Point=Translation3d(X: 9.19, Y: 6.35, Z: 0.10)
1785207155186,FORCE_AT_POINT,Id=20 Force=Translation3d(X: -0.09, Y: -1.58, Z: 0.00) Point=Translation3d(X: 8.57, Y: 6.48, Z: 0.10)
1785207155187,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 8.67, Y: 6.97, Z: 0.10)
1785207155187,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 8.57, Y: 6.48, Z: 0.10)
1785207155225,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 9.19, Y: 6.35, Z: 0.10)
1785207155252,FORCE_AT_POINT,Id=20 Force=Translation3d(X: -0.03, Y: 0.81, Z: 0.00) Point=Translation3d(X: 9.29, Y: 6.83, Z: 0.10)
1785207155252,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 9.19, Y: 6.35, Z: 0.10)
1785207155264,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 8.67, Y: 6.97, Z: 0.10)
1785207155265,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 8.67, Y: 6.97, Z: 0.10)
1785207155290,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 8.67, Y: 6.97, Z: 0.10)
1785207155324,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 1.21, Y: 0.67, Z: 0.00) Point=Translation3d(X: 9.19, Y: 6.35, Z: 0.10)
1785207155348,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 9.19, Y: 6.35, Z: 0.10)
1785207155366,FORCE_AT_POINT,Id=20 Force=Translation3d(X: -0.81, Y: -1.46, Z: 0.00) Point=Translation3d(X: 9.19, Y: 6.35, Z: 0.10)
1785207155407,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 8.57, Y: 6.48, Z: 0.10)
1785207155407,FORCE_AT_POINT,Id=20 Force=Translation3d(X: -0.70, Y: 1.02, Z: 0.00) Point=Translation3d(X: 9.29, Y: 6.83, Z: 0.10)
1785207155427,FORCE_AT_POINT,Id=20 Force=Translation3d(X: -1.11, Y: -0.68, Z: 0.00) Point=Translation3d(X: 9.19, Y: 6.35, Z: 0.10)
1785207155427,FORCE_AT_POINT,Id=20 Force=Translation3d(X: -0.80, Y: 1.07, Z: 0.00) Point=Translation3d(X: 8.57, Y: 6.48, Z: 0.10)
1785207155447,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.02, Y: -0.82, Z: 0.00) Point=Translation3d(X: 8.57, Y: 6.48, Z: 0.10)
1785207155447,FORCE_AT_POINT,Id=20 Force=Translation3d(X: -0.16, Y: 1.66, Z: 0.00) Point=Translation3d(X: 8.57, Y: 6.48, Z: 0.10)
1785207155495,FORCE_AT_POINT,Id=20 Force=Translation3d(X: -0.53, Y: -1.48, Z: 0.00) Point=Translation3d(X: 9.19, Y: 6.35, Z: 0.10)
1785207155495,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.09, Y: 1.58, Z: 0.00) Point=Translation3d(X: 8.57, Y: 6.48, Z: 0.10)
1785207155508,FORCE_AT_POINT,Id=20 Force=Translation3d(X: -0.17, Y: 1.67, Z: 0.00) Point=Translation3d(X: 9.29, Y: 6.83, Z: 0.10)
1785207155508,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 9.29, Y: 6.83, Z: 0.10)
1785207155508,FORCE_AT_POINT,Id=20 Force=Translation3d(X: -0.80, Y: 1.07, Z: 0.00) Point=Translation3d(X: 8.57, Y: 6.48, Z: 0.10)
1785207155531,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 9.29, Y: 6.83, Z: 0.10)
1785207155531,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 8.67, Y: 6.97, Z: 0.10)
1785207155566,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 9.19, Y: 6.35, Z: 0.10)
1785207155585,FORCE_AT_POINT,Id=20 Force=Translation3d(X: -0.02, Y: 0.82, Z: 0.00) Point=Translation3d(X: 8.57, Y: 6.48, Z: 0.10)
1785207155587,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 8.57, Y: 6.48, Z: 0.10)
1785207155611,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 9.19, Y: 6.35, Z: 0.10)
1785207155611,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 1.11, Y: 0.68, Z: 0.00) Point=Translation3d(X: 9.19, Y: 6.35, Z: 0.10)
1785207155625,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 9.19, Y: 6.35, Z: 0.10)
1785207155625,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 8.67, Y: 6.97, Z: 0.10)
1785207155625,FORCE_AT_POINT,Id=20 Force=Translation3d(X: -0.80, Y: -1.46, Z: 0.00) Point=Translation3d(X: 8.67, Y: 6.97, Z: 0.10)
1785207155625,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 9.19, Y: 6.35, Z: 0.10)
1785207155648,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 9.29, Y: 6.83, Z: 0.10)
1785207155649,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 1.21, Y: 0.67, Z: 0.00) Point=Translation3d(X: 9.19, Y: 6.35, Z: 0.10)
1785207155649,FORCE_AT_POINT,Id=20 Force=Translation3d(X: -1.21, Y: -0.69, Z: 0.00) Point=Translation3d(X: 8.67, Y: 6.97, Z: 0.10)
1785207155669,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 9.19, Y: 6.35, Z: 0.10)
1785207155691,FORCE_AT_POINT,Id=20 Force=Translation3d(X: -1.11, Y: -0.70, Z: 0.00) Point=Translation3d(X: 8.67, Y: 6.97, Z: 0.10)
1785207155695,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.52, Y: 1.48, Z: 0.00) Point=Translation3d(X: 8.67, Y: 6.97, Z: 0.10)
1785207155695,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.09, Y: 1.58, Z: 0.00) Point=Translation3d(X: 8.57, Y: 6.48, Z: 0.10)
1785207155703,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.03, Y: -0.81, Z: 0.00) Point=Translation3d(X: 9.29, Y: 6.83, Z: 0.10)
1785207155704,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.70, Y: -1.02, Z: 0.00) Point=Translation3d(X: 9.29, Y: 6.83, Z: 0.10)
1785207155704,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 8.67, Y: 6.97, Z: 0.10)
1785207155704,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 8.67, Y: 6.97, Z: 0.10)
1785207155704,FORCE_AT_POINT,Id=20 Force=Translation3d(X: -0.52, Y: -1.48, Z: 0.00) Point=Translation3d(X: 8.67, Y: 6.97, Z: 0.10)
1785207155727,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.35, Y: 0.76, Z: 0.00) Point=Translation3d(X: 9.19, Y: 6.35, Z: 0.10)
1785207155727,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.71, Y: -1.04, Z: 0.00) Point=Translation3d(X: 8.57, Y: 6.48, Z: 0.10)
1785207155727,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 8.67, Y: 6.97, Z: 0.10)
1785207155747,FORCE_AT_POINT,Id=20 Force=Translation3d(X: -0.35, Y: -0.76, Z: 0.00) Point=Translation3d(X: 9.19, Y: 6.35, Z: 0.10)
1785207155748,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 8.57, Y: 6.48, Z: 0.10)
1785207155748,FORCE_AT_POINT,Id=20 Force=Translation3d(X: -1.11, Y: -0.68, Z: 0.00) Point=Translation3d(X: 9.19, Y: 6.35, Z: 0.10)
1785207155748,FORCE_AT_POINT,Id=20 Force=Translation3d(X: -0.09, Y: -1.58, Z: 0.00) Point=Translation3d(X: 8.57, Y: 6.48, Z: 0.10)
1785207155767,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.35, Y: 0.76, Z: 0.00) Point=Translation3d(X: 9.19, Y: 6.35, Z: 0.10)
1785207155767,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 8.57, Y: 6.48, Z: 0.10)
1785207155768,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 8.67, Y: 6.97, Z: 0.10)
1785207155768,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 1.11, Y: 0.68, Z: 0.00) Point=Translation3d(X: 9.19, Y: 6.35, Z: 0.10)
1785207155768,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.52, Y: 1.48, Z: 0.00) Point=Translation3d(X: 8.67, Y: 6.97, Z: 0.10)
1785207155788,FORCE_AT_POINT,Id=20 Force=Translation3d(X: -0.17, Y: 1.67, Z: 0.00) Point=Translation3d(X: 9.29, Y: 6.83, Z: 0.10)
1785207155790,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 8.57, Y: 6.48, Z: 0.10)
1785207155815,FORCE_AT_POINT,Id=20 Force=Translation3d(X: -0.70, Y: 1.02, Z: 0.00) Point=Translation3d(X: 9.29, Y: 6.83, Z: 0.10)
1785207155815,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 8.67, Y: 6.97, Z: 0.10)
1785207155816,FORCE_AT_POINT,Id=20 Force=Translation3d(X: -1.11, Y: -0.70, Z: 0.00) Point=Translation3d(X: 8.67, Y: 6.97, Z: 0.10)
1785207155816,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 8.57, Y: 6.48, Z: 0.10)
1785207155825,FORCE_AT_POINT,Id=20 Force=Translation3d(X: -1.11, Y: -0.68, Z: 0.00) Point=Translation3d(X: 9.19, Y: 6.35, Z: 0.10)
1785207155825,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 8.67, Y: 6.97, Z: 0.10)
1785207155846,FORCE_AT_POINT,Id=20 Force=Translation3d(X: -1.11, Y: -0.70, Z: 0.00) Point=Translation3d(X: 8.67, Y: 6.97, Z: 0.10)
1785207155872,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 9.19, Y: 6.35, Z: 0.10)
1785207155873,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 8.57, Y: 6.48, Z: 0.10)
1785207155887,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 9.19, Y: 6.35, Z: 0.10)
1785207155905,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 9.29, Y: 6.83, Z: 0.10)
1785207155906,FORCE_AT_POINT,Id=20 Force=Translation3d(X: -0.80, Y: -1.46, Z: 0.00) Point=Translation3d(X: 8.67, Y: 6.97, Z: 0.10)
1785207155906,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.16, Y: -1.66, Z: 0.00) Point=Translation3d(X: 8.57, Y: 6.48, Z: 0.10)
1785207155907,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 9.19, Y: 6.35, Z: 0.10)
1785207155907,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 9.29, Y: 6.83, Z: 0.10)
1785207155907,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 9.19, Y: 6.35, Z: 0.10)
1785207155907,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 8.67, Y: 6.97, Z: 0.10)
1785207155965,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 9.19, Y: 6.35, Z: 0.10)
1785207155967,FORCE_AT_POINT,Id=20 Force=Translation3d(X: -0.16, Y: 1.66, Z: 0.00) Point=Translation3d(X: 8.57, Y: 6.48, Z: 0.10)
1785207155967,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 9.29, Y: 6.83, Z: 0.10)
1785207155967,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 8.67, Y: 6.97, Z: 0.10)
1785207155967,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 8.67, Y: 6.97, Z: 0.10)
1785207155987,FORCE_AT_POINT,Id=20 Force=Translation3d(X: -1.11, Y: -0.68, Z: 0.00) Point=Translation3d(X: 9.19, Y: 6.35, Z: 0.10)
1785207156009,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 8.67, Y: 6.97, Z: 0.10)
1785207156009,FORCE_AT_POINT,Id=20 Force=Translation3d(X: -0.16, Y: 1.66, Z: 0.00) Point=Translation3d(X: 8.57, Y: 6.48, Z: 0.10)
1785207156009,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 9.29, Y: 6.83, Z: 0.10)
1785207156010,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 9.19, Y: 6.35, Z: 0.10)
1785207156010,FORCE_AT_POINT,Id=20 Force=Translation3d(X: -0.79, Y: 1.05, Z: 0.00) Point=Translation3d(X: 9.29, Y: 6.83, Z: 0.10)
1785207156010,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 9.19, Y: 6.35, Z: 0.10)
1785207156030,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 8.67, Y: 6.97, Z: 0.10)
1785207156033,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 9.29, Y: 6.83, Z: 0.10)
1785207156047,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 9.19, Y: 6.35, Z: 0.10)
1785207156047,FORCE_AT_POINT,Id=20 Force=Translation3d(X: -0.08, Y: -1.59, Z: 0.00) Point=Translation3d(X: 9.29, Y: 6.83, Z: 0.10)
1785207156069,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.81, Y: 1.46, Z: 0.00) Point=Translation3d(X: 9.19, Y: 6.35, Z: 0.10)
1785207156086,FORCE_AT_POINT,Id=20 Force=Translation3d(X: -0.03, Y: 0.81, Z: 0.00) Point=Translation3d(X: 9.29, Y: 6.83, Z: 0.10)
1785207156106,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.08, Y: 1.59, Z: 0.00) Point=Translation3d(X: 9.29, Y: 6.83, Z: 0.10)
1785207156125,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.80, Y: -1.07, Z: 0.00) Point=Translation3d(X: 8.57, Y: 6.48, Z: 0.10)
1785207156147,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.03, Y: -0.81, Z: 0.00) Point=Translation3d(X: 9.29, Y: 6.83, Z: 0.10)
1785207156148,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.08, Y: 1.59, Z: 0.00) Point=Translation3d(X: 9.29, Y: 6.83, Z: 0.10)
1785207156148,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 9.19, Y: 6.35, Z: 0.10)
1785207156166,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.02, Y: -0.82, Z: 0.00) Point=Translation3d(X: 8.57, Y: 6.48, Z: 0.10)
1785207156166,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.80, Y: 1.46, Z: 0.00) Point=Translation3d(X: 8.67, Y: 6.97, Z: 0.10)
1785207156166,FORCE_AT_POINT,Id=20 Force=Translation3d(X: -0.70, Y: 1.02, Z: 0.00) Point=Translation3d(X: 9.29, Y: 6.83, Z: 0.10)
1785207156166,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 8.67, Y: 6.97, Z: 0.10)
1785207156184,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.16, Y: -1.66, Z: 0.00) Point=Translation3d(X: 8.57, Y: 6.48, Z: 0.10)
1785207156184,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.70, Y: -1.02, Z: 0.00) Point=Translation3d(X: 9.29, Y: 6.83, Z: 0.10)
1785207156271,FORCE_AT_POINT,Id=20 Force=Translation3d(X: -0.17, Y: 1.67, Z: 0.00) Point=Translation3d(X: 9.29, Y: 6.83, Z: 0.10)
1785207156271,FORCE_AT_POINT,Id=20 Force=Translation3d(X: -1.11, Y: -0.68, Z: 0.00) Point=Translation3d(X: 9.19, Y: 6.35, Z: 0.10)
1785207156271,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 9.29, Y: 6.83, Z: 0.10)
1785207156289,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.02, Y: -0.82, Z: 0.00) Point=Translation3d(X: 8.57, Y: 6.48, Z: 0.10)
1785207156289,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.80, Y: 1.46, Z: 0.00) Point=Translation3d(X: 8.67, Y: 6.97, Z: 0.10)
1785207156289,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 9.19, Y: 6.35, Z: 0.10)
1785207156305,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.53, Y: 1.48, Z: 0.00) Point=Translation3d(X: 9.19, Y: 6.35, Z: 0.10)
1785207156323,FORCE_AT_POINT,Id=20 Force=Translation3d(X: -0.03, Y: 0.81, Z: 0.00) Point=Translation3d(X: 9.29, Y: 6.83, Z: 0.10)
1785207156323,FORCE_AT_POINT,Id=20 Force=Translation3d(X: -0.08, Y: -1.59, Z: 0.00) Point=Translation3d(X: 9.29, Y: 6.83, Z: 0.10)
1785207156323,FORCE_AT_POINT,Id=20 Force=Translation3d(X: -1.21, Y: -0.69, Z: 0.00) Point=Translation3d(X: 8.67, Y: 6.97, Z: 0.10)
1785207156323,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 8.57, Y: 6.48, Z: 0.10)
1785207156348,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 9.19, Y: 6.35, Z: 0.10)
1785207156363,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 8.67, Y: 6.97, Z: 0.10)
1785207156363,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 9.19, Y: 6.35, Z: 0.10)
1785207156363,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.09, Y: 1.58, Z: 0.00) Point=Translation3d(X: 8.57, Y: 6.48, Z: 0.10)
1785207156363,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 9.29, Y: 6.83, Z: 0.10)
1785207156385,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 9.19, Y: 6.35, Z: 0.10)
1785207156407,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 8.67, Y: 6.97, Z: 0.10)
1785207156407,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.02, Y: -0.82, Z: 0.00) Point=Translation3d(X: 8.57, Y: 6.48, Z: 0.10)
1785207156407,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 9.19, Y: 6.35, Z: 0.10)
1785207156424,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 9.29, Y: 6.83, Z: 0.10)
1785207156424,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 9.19, Y: 6.35, Z: 0.10)
1785207156424,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 8.57, Y: 6.48, Z: 0.10)
1785207156424,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 9.29, Y: 6.83, Z: 0.10)
1785207156445,FORCE_AT_POINT,Id=20 Force=Translation3d(X: -0.16, Y: 1.66, Z: 0.00) Point=Translation3d(X: 8.57, Y: 6.48, Z: 0.10)
1785207156445,FORCE_AT_POINT,Id=20 Force=Translation3d(X: -1.11, Y: -0.70, Z: 0.00) Point=Translation3d(X: 8.67, Y: 6.97, Z: 0.10)
1785207156445,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 8.57, Y: 6.48, Z: 0.10)
1785207156465,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 9.29, Y: 6.83, Z: 0.10)
1785207156465,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 9.19, Y: 6.35, Z: 0.10)
1785207156465,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.16, Y: -1.66, Z: 0.00) Point=Translation3d(X: 8.57, Y: 6.48, Z: 0.10)
1785207156465,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 9.19, Y: 6.35, Z: 0.10)
1785207156490,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 8.67, Y: 6.97, Z: 0.10)
1785207156490,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 8.57, Y: 6.48, Z: 0.10)
1785207156490,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 1.21, Y: 0.67, Z: 0.00) Point=Translation3d(X: 9.19, Y: 6.35, Z: 0.10)
1785207156506,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 9.29, Y: 6.83, Z: 0.10)
1785207156506,FORCE_AT_POINT,Id=20 Force=Translation3d(X: -0.52, Y: -1.48, Z: 0.00) Point=Translation3d(X: 8.67, Y: 6.97, Z: 0.10)
1785207156523,FORCE_AT_POINT,Id=20 Force=Translation3d(X: -0.03, Y: 0.81, Z: 0.00) Point=Translation3d(X: 9.29, Y: 6.83, Z: 0.10)
1785207156523,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.52, Y: 1.48, Z: 0.00) Point=Translation3d(X: 8.67, Y: 6.97, Z: 0.10)
1785207156544,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 8.57, Y: 6.48, Z: 0.10)
1785207156563,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.09, Y: 1.58, Z: 0.00) Point=Translation3d(X: 8.57, Y: 6.48, Z: 0.10)
1785207156587,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 8.57, Y: 6.48, Z: 0.10)
1785207156587,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 9.29, Y: 6.83, Z: 0.10)
1785207156605,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 9.29, Y: 6.83, Z: 0.10)
1785207156645,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 8.57, Y: 6.48, Z: 0.10)
1785207156645,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 9.29, Y: 6.83, Z: 0.10)
1785207156645,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 8.67, Y: 6.97, Z: 0.10)
1785207156686,FORCE_AT_POINT,Id=20 Force=Translation3d(X: -0.34, Y: -0.77, Z: 0.00) Point=Translation3d(X: 8.67, Y: 6.97, Z: 0.10)
1785207156687,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 9.29, Y: 6.83, Z: 0.10)
1785207156687,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 9.29, Y: 6.83, Z: 0.10)
1785207156706,FORCE_AT_POINT,Id=20 Force=Translation3d(X: 0.00, Y: 0.00, Z: 83.43) Point=Translation3d(X: 9.29, Y: 6.83, Z: 0.10)
